visitorid,event_rows,known_category_event_rows,unknown_category_event_rows,category_coverage,category_coverage_flag,zero_view_denominator,zero_known_category_denominator,view_event_rows,snapshot_id
621254,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
621312,11,4,7,0.36363636363636365,1,0,0,10,snapshot_20150919T025947Z
621384,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
621474,38,29,9,0.7631578947368421,1,0,0,28,snapshot_20150919T025947Z
621588,11,8,3,0.7272727272727273,1,0,0,9,snapshot_20150919T025947Z
621720,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
621942,15,5,10,0.3333333333333333,1,0,0,13,snapshot_20150919T025947Z
622025,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
622097,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
622240,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
622280,1,1,0,1.0,1,1,0,0,snapshot_20150919T025947Z
622534,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
622704,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
622717,10,3,7,0.3,1,0,0,8,snapshot_20150919T025947Z
623233,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
623466,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
623540,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
623548,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
623685,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
623908,15,11,4,0.7333333333333333,1,0,0,12,snapshot_20150919T025947Z
624006,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
624072,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
624095,8,6,2,0.75,1,0,0,7,snapshot_20150919T025947Z
624124,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
624259,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
624782,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
624786,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
624926,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
625091,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
625275,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
625383,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
625399,25,25,0,1.0,1,0,0,21,snapshot_20150919T025947Z
625653,38,19,19,0.5,1,0,0,26,snapshot_20150919T025947Z
625795,272,114,158,0.41911764705882354,1,0,0,263,snapshot_20150919T025947Z
625872,10,4,6,0.4,1,0,0,7,snapshot_20150919T025947Z
626013,5,0,5,0.0,0,0,1,4,snapshot_20150919T025947Z
626212,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
626237,12,12,0,1.0,1,0,0,7,snapshot_20150919T025947Z
626261,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
626320,8,0,8,0.0,0,0,1,6,snapshot_20150919T025947Z
626440,10,10,0,1.0,1,0,0,9,snapshot_20150919T025947Z
626492,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
626807,11,7,4,0.6363636363636364,1,0,0,6,snapshot_20150919T025947Z
626837,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
626881,12,11,1,0.9166666666666666,1,0,0,10,snapshot_20150919T025947Z
626903,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
627121,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
627293,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
627323,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
627358,8,4,4,0.5,1,0,0,6,snapshot_20150919T025947Z
627760,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
627868,15,15,0,1.0,1,0,0,9,snapshot_20150919T025947Z
627932,9,9,0,1.0,1,0,0,4,snapshot_20150919T025947Z
628240,4,4,0,1.0,1,0,0,1,snapshot_20150919T025947Z
628257,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
628305,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
628309,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
628362,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
628536,12,12,0,1.0,1,0,0,10,snapshot_20150919T025947Z
628648,6,6,0,1.0,1,0,0,5,snapshot_20150919T025947Z
628764,12,12,0,1.0,1,0,0,9,snapshot_20150919T025947Z
628771,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
628803,32,10,22,0.3125,1,0,0,30,snapshot_20150919T025947Z
628857,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
629346,33,32,1,0.9696969696969697,1,0,0,24,snapshot_20150919T025947Z
629386,8,3,5,0.375,1,0,0,2,snapshot_20150919T025947Z
629422,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
629436,5,4,1,0.8,1,0,0,2,snapshot_20150919T025947Z
629576,1,1,0,1.0,1,1,0,0,snapshot_20150919T025947Z
629925,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
629938,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
630039,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
630073,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
630195,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
630224,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
630627,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
630705,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
630746,4,4,0,1.0,1,1,0,0,snapshot_20150919T025947Z
630803,9,0,9,0.0,0,0,1,5,snapshot_20150919T025947Z
630841,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
630993,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
631078,6,2,4,0.3333333333333333,1,0,0,4,snapshot_20150919T025947Z
631140,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
631154,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
631228,8,8,0,1.0,1,0,0,5,snapshot_20150919T025947Z
631251,4,3,1,0.75,1,0,0,2,snapshot_20150919T025947Z
631296,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
631750,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
631757,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
631946,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
632138,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
632358,15,13,2,0.8666666666666667,1,0,0,13,snapshot_20150919T025947Z
632504,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
632538,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
632574,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
632714,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
632773,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
632951,22,22,0,1.0,1,0,0,18,snapshot_20150919T025947Z
633063,8,8,0,1.0,1,0,0,3,snapshot_20150919T025947Z
633161,39,20,19,0.5128205128205128,1,0,0,33,snapshot_20150919T025947Z
633177,11,6,5,0.5454545454545454,1,0,0,9,snapshot_20150919T025947Z
633212,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
633626,4,2,2,0.5,1,0,0,3,snapshot_20150919T025947Z
633658,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
633718,55,53,2,0.9636363636363636,1,0,0,53,snapshot_20150919T025947Z
633919,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
634017,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
634120,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
634183,14,14,0,1.0,1,0,0,12,snapshot_20150919T025947Z
634281,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
634300,26,25,1,0.9615384615384616,1,0,0,24,snapshot_20150919T025947Z
634352,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
634506,5,1,4,0.2,1,0,0,3,snapshot_20150919T025947Z
634736,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
634766,14,5,9,0.35714285714285715,1,0,0,10,snapshot_20150919T025947Z
634842,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
634973,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
635052,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
635351,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
635357,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
635436,7,6,1,0.8571428571428571,1,0,0,5,snapshot_20150919T025947Z
635630,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
635650,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
635667,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
635760,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
635778,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
635862,26,24,2,0.9230769230769231,1,0,0,22,snapshot_20150919T025947Z
635963,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
635987,6,6,0,1.0,1,0,0,3,snapshot_20150919T025947Z
636149,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
636313,8,4,4,0.5,1,0,0,3,snapshot_20150919T025947Z
636520,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
636529,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
636539,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
636569,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
636710,13,13,0,1.0,1,0,0,9,snapshot_20150919T025947Z
636918,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
637017,33,8,25,0.24242424242424243,1,0,0,21,snapshot_20150919T025947Z
637193,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
637274,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
637285,17,12,5,0.7058823529411765,1,0,0,11,snapshot_20150919T025947Z
637412,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
637672,3,0,3,0.0,0,0,1,2,snapshot_20150919T025947Z
638272,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
638328,26,26,0,1.0,1,0,0,25,snapshot_20150919T025947Z
638441,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
638506,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
638573,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
638627,13,13,0,1.0,1,0,0,11,snapshot_20150919T025947Z
638723,4,0,4,0.0,0,0,1,3,snapshot_20150919T025947Z
638736,50,47,3,0.94,1,0,0,48,snapshot_20150919T025947Z
639061,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
639216,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
639300,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
639377,14,14,0,1.0,1,0,0,12,snapshot_20150919T025947Z
639450,13,7,6,0.5384615384615384,1,0,0,9,snapshot_20150919T025947Z
639529,16,16,0,1.0,1,0,0,14,snapshot_20150919T025947Z
639616,5,5,0,1.0,1,0,0,4,snapshot_20150919T025947Z
639724,7,7,0,1.0,1,0,0,6,snapshot_20150919T025947Z
639775,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
639780,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
639826,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
639828,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
639948,8,0,8,0.0,0,0,1,6,snapshot_20150919T025947Z
639964,15,12,3,0.8,1,0,0,13,snapshot_20150919T025947Z
640476,13,13,0,1.0,1,0,0,11,snapshot_20150919T025947Z
640754,8,8,0,1.0,1,0,0,7,snapshot_20150919T025947Z
640892,17,17,0,1.0,1,0,0,12,snapshot_20150919T025947Z
640902,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
641020,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
641068,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
641077,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
641366,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
641557,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
641689,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
641790,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
641815,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
641943,8,8,0,1.0,1,0,0,4,snapshot_20150919T025947Z
642091,17,16,1,0.9411764705882353,1,0,0,13,snapshot_20150919T025947Z
642124,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
642130,47,44,3,0.9361702127659575,1,0,0,29,snapshot_20150919T025947Z
642233,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
642492,11,11,0,1.0,1,0,0,10,snapshot_20150919T025947Z
642505,6,6,0,1.0,1,0,0,1,snapshot_20150919T025947Z
642546,27,27,0,1.0,1,0,0,23,snapshot_20150919T025947Z
642818,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
643004,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
643085,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
643195,18,17,1,0.9444444444444444,1,0,0,16,snapshot_20150919T025947Z
643208,40,13,27,0.325,1,0,0,37,snapshot_20150919T025947Z
643307,7,2,5,0.2857142857142857,1,0,0,5,snapshot_20150919T025947Z
643357,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
643525,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
643535,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
643691,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
643768,77,75,2,0.974025974025974,1,0,0,54,snapshot_20150919T025947Z
643771,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
643881,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
644031,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
644227,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
644346,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
644422,17,6,11,0.35294117647058826,1,0,0,9,snapshot_20150919T025947Z
644522,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
644845,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
644887,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
645326,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
645352,7,3,4,0.42857142857142855,1,0,0,3,snapshot_20150919T025947Z
645414,1,0,1,0.0,0,1,1,0,snapshot_20150919T025947Z
645507,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
645511,12,12,0,1.0,1,0,0,10,snapshot_20150919T025947Z
645525,1411,1364,47,0.966690290574061,1,0,0,1180,snapshot_20150919T025947Z
645600,25,25,0,1.0,1,0,0,24,snapshot_20150919T025947Z
645935,8,0,8,0.0,0,0,1,3,snapshot_20150919T025947Z
645995,11,2,9,0.18181818181818182,1,0,0,7,snapshot_20150919T025947Z
646011,10,0,10,0.0,0,0,1,6,snapshot_20150919T025947Z
646035,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
646154,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
646169,16,11,5,0.6875,1,0,0,14,snapshot_20150919T025947Z
646172,17,17,0,1.0,1,0,0,15,snapshot_20150919T025947Z
646373,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
646402,4,4,0,1.0,1,0,0,1,snapshot_20150919T025947Z
646421,10,9,1,0.9,1,0,0,4,snapshot_20150919T025947Z
646468,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
646494,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
646913,14,14,0,1.0,1,0,0,12,snapshot_20150919T025947Z
647011,1,1,0,1.0,1,1,0,0,snapshot_20150919T025947Z
647026,7,0,7,0.0,0,0,1,3,snapshot_20150919T025947Z
647087,14,14,0,1.0,1,0,0,12,snapshot_20150919T025947Z
647183,5,2,3,0.4,1,0,0,3,snapshot_20150919T025947Z
647289,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
647294,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
647304,4,1,3,0.25,1,0,0,2,snapshot_20150919T025947Z
647330,10,0,10,0.0,0,0,1,7,snapshot_20150919T025947Z
647350,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
647428,5,1,4,0.2,1,0,0,3,snapshot_20150919T025947Z
647863,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
647891,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
647934,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
647987,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
648048,11,11,0,1.0,1,0,0,7,snapshot_20150919T025947Z
648175,60,59,1,0.9833333333333333,1,0,0,58,snapshot_20150919T025947Z
648463,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
648464,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
648603,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
649003,8,8,0,1.0,1,0,0,2,snapshot_20150919T025947Z
649196,17,10,7,0.5882352941176471,1,0,0,15,snapshot_20150919T025947Z
649387,10,0,10,0.0,0,0,1,5,snapshot_20150919T025947Z
649448,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
649460,9,0,9,0.0,0,0,1,7,snapshot_20150919T025947Z
649499,8,1,7,0.125,1,0,0,5,snapshot_20150919T025947Z
649511,115,88,27,0.7652173913043478,1,0,0,113,snapshot_20150919T025947Z
649946,15,10,5,0.6666666666666666,1,0,0,9,snapshot_20150919T025947Z
650028,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
650076,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
650108,22,16,6,0.7272727272727273,1,0,0,14,snapshot_20150919T025947Z
650526,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
650547,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
650670,7,3,4,0.42857142857142855,1,0,0,6,snapshot_20150919T025947Z
650738,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
650747,14,14,0,1.0,1,0,0,12,snapshot_20150919T025947Z
650815,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
650824,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
651173,9,8,1,0.8888888888888888,1,0,0,7,snapshot_20150919T025947Z
651283,3,1,2,0.3333333333333333,1,0,0,2,snapshot_20150919T025947Z
651334,32,8,24,0.25,1,0,0,30,snapshot_20150919T025947Z
651390,16,16,0,1.0,1,0,0,14,snapshot_20150919T025947Z
651553,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
651630,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
651655,8,8,0,1.0,1,0,0,2,snapshot_20150919T025947Z
651768,8,8,0,1.0,1,0,0,7,snapshot_20150919T025947Z
651990,9,8,1,0.8888888888888888,1,0,0,7,snapshot_20150919T025947Z
652361,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
652423,15,15,0,1.0,1,0,0,14,snapshot_20150919T025947Z
652566,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
652700,54,40,14,0.7407407407407407,1,0,0,52,snapshot_20150919T025947Z
652941,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
652968,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
653012,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
653076,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
653210,8,0,8,0.0,0,0,1,6,snapshot_20150919T025947Z
653759,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
653891,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
653971,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
654002,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
654148,6,6,0,1.0,1,0,0,5,snapshot_20150919T025947Z
654292,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
654340,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
654496,14,14,0,1.0,1,0,0,11,snapshot_20150919T025947Z
654573,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
654608,11,11,0,1.0,1,0,0,7,snapshot_20150919T025947Z
654715,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
654718,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
654838,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
654878,6,5,1,0.8333333333333334,1,0,0,4,snapshot_20150919T025947Z
655092,23,9,14,0.391304347826087,1,0,0,16,snapshot_20150919T025947Z
655325,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
655336,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
655539,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
655713,14,14,0,1.0,1,0,0,9,snapshot_20150919T025947Z
655854,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
655937,6,6,0,1.0,1,0,0,3,snapshot_20150919T025947Z
655964,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
655995,6,5,1,0.8333333333333334,1,0,0,4,snapshot_20150919T025947Z
656029,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
656253,8,8,0,1.0,1,0,0,5,snapshot_20150919T025947Z
656350,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
656602,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
656771,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
656837,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
656967,51,0,51,0.0,0,0,1,37,snapshot_20150919T025947Z
657096,5,5,0,1.0,1,0,0,1,snapshot_20150919T025947Z
657293,8,8,0,1.0,1,0,0,4,snapshot_20150919T025947Z
657378,25,20,5,0.8,1,0,0,21,snapshot_20150919T025947Z
657394,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
657414,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
657508,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
657556,18,13,5,0.7222222222222222,1,0,0,16,snapshot_20150919T025947Z
657617,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
657631,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
657633,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
658138,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
658171,4,1,3,0.25,1,0,0,2,snapshot_20150919T025947Z
658278,13,9,4,0.6923076923076923,1,0,0,7,snapshot_20150919T025947Z
658299,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
658473,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
658609,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
658611,24,22,2,0.9166666666666666,1,0,0,15,snapshot_20150919T025947Z
658626,61,61,0,1.0,1,0,0,49,snapshot_20150919T025947Z
659024,9,4,5,0.4444444444444444,1,0,0,7,snapshot_20150919T025947Z
659293,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
659301,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
660033,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
660393,29,29,0,1.0,1,0,0,12,snapshot_20150919T025947Z
660620,28,21,7,0.75,1,0,0,21,snapshot_20150919T025947Z
660673,16,10,6,0.625,1,0,0,14,snapshot_20150919T025947Z
660677,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
660789,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
660893,8,8,0,1.0,1,0,0,7,snapshot_20150919T025947Z
660952,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
661096,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
661164,19,19,0,1.0,1,0,0,15,snapshot_20150919T025947Z
661290,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
661382,5,1,4,0.2,1,0,0,3,snapshot_20150919T025947Z
661580,5,5,0,1.0,1,0,0,1,snapshot_20150919T025947Z
661619,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
661719,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
661809,12,12,0,1.0,1,0,0,10,snapshot_20150919T025947Z
661931,9,9,0,1.0,1,0,0,6,snapshot_20150919T025947Z
662024,12,7,5,0.5833333333333334,1,0,0,10,snapshot_20150919T025947Z
662041,8,7,1,0.875,1,0,0,4,snapshot_20150919T025947Z
662257,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
662462,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
662475,18,18,0,1.0,1,0,0,14,snapshot_20150919T025947Z
662500,8,1,7,0.125,1,0,0,6,snapshot_20150919T025947Z
662735,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
662900,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
663166,5,4,1,0.8,1,0,0,3,snapshot_20150919T025947Z
663210,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
663372,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
663411,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
663616,8,8,0,1.0,1,0,0,4,snapshot_20150919T025947Z
663861,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
663983,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
664127,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
664130,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
664310,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
664424,9,7,2,0.7777777777777778,1,0,0,8,snapshot_20150919T025947Z
664551,18,18,0,1.0,1,0,0,9,snapshot_20150919T025947Z
664682,55,54,1,0.9818181818181818,1,0,0,46,snapshot_20150919T025947Z
664689,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
664721,14,14,0,1.0,1,0,0,2,snapshot_20150919T025947Z
664735,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
664763,90,83,7,0.9222222222222223,1,0,0,79,snapshot_20150919T025947Z
664829,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
664846,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
665150,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
665308,10,4,6,0.4,1,0,0,4,snapshot_20150919T025947Z
665788,5,3,2,0.6,1,0,0,3,snapshot_20150919T025947Z
666046,16,11,5,0.6875,1,0,0,14,snapshot_20150919T025947Z
666056,8,3,5,0.375,1,0,0,6,snapshot_20150919T025947Z
666162,19,17,2,0.8947368421052632,1,0,0,17,snapshot_20150919T025947Z
666163,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
666168,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
666335,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
666443,4,0,4,0.0,0,0,1,3,snapshot_20150919T025947Z
666500,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
666517,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
666594,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
666897,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
666908,32,27,5,0.84375,1,0,0,30,snapshot_20150919T025947Z
